github_url,file_path,signature,static_match
github.com/sjg02122/MonoFormer,monoformer/utils/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/zju3dv/deltar,src/models/encoder.py,timm.create_model,timm/tf_efficientnetv2_b3.in21k_ft_in1k
github.com/Fannovel16/comfy_controlnet_preprocessors,v1/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/MikeGu721/EasyLLM,installs/transformers-install/src/transformers/models/levit/convert_levit_timm_to_pytorch.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/levit_128s.fb_dist_in1k;timm/levit_128.fb_dist_in1k;timm/levit_192.fb_dist_in1k;timm/levit_256.fb_dist_in1k;timm/levit_384.fb_dist_in1k
github.com/layumi/U_turn,model.py,timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k
github.com/Ascend/ModelZoo-PyTorch,ACL_PyTorch/built-in/cv/EfficientNetV2_for_Pytorch/pth2onnx.py,timm.create_model,timm/efficientnetv2_rw_t.ra2_in1k
github.com/pierrefdz/stable_signature,src/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/facebookresearch/grounding-inductive-biases,equivariance_measure/embedding_distances.py,timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/openvinotoolkit/nncf,tests/torch/experimental/replace_custom_modules/test_replace_timm_custom_modules.py,timm.create_model,timm/mobilenetv3_small_050.lamb_in1k
github.com/boostcampaitech5/level1_imageclassification-cv-14,main/model.py,timm.create_model;timm.create_model,timm/efficientnet_b4.ra2_in1k;timm/efficientnet_b4.ra2_in1k
github.com/nku-shengzheliu/PaddlePaddle-Swin-Transformer-V2,port_weights/load_pytorch_weights_384.py,timm.create_model,timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k
github.com/Mostafa-EHD/Diabetic_Retinopathy_OCTA,Task2&3/5-fold_cross-validation_training/Task3_efficientnet_b2/fold0.py,timm.create_model;timm.create_model,timm/efficientnet_b2.ra_in1k;timm/efficientnet_b2.ra_in1k
github.com/aniketmaurya/stable_diffusion_inference,src/ldm2/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/zhenxingjian/Partial_Distance_Correlation,Partial_Distance_Correlation/VGG.py,timm.create_model,timm/vgg19_bn.tv_in1k
github.com/juansensio/blog,072_pytorch_docker/script/main.py,timm.create_model,timm/tf_efficientnet_b5.ns_jft_in1k
github.com/sjg02122/MonoFormer,monoformer/networks/depth/blocks.py,timm.create_model,timm/twins_svt_base.in1k
github.com/lllyasviel/ControlNet-v1-1-nightly,annotator/zoe/zoedepth/models/base_models/midas_repo/midas/backbones/beit.py,timm.create_model;timm.create_model;timm.create_model,timm/beit_large_patch16_512.in22k_ft_in22k_in1k;timm/beit_large_patch16_384.in22k_ft_in22k_in1k;timm/beit_base_patch16_384.in22k_ft_in22k_in1k
github.com/lartpang/MethodsCmp,methods/cvpr2022_zoomnet/zoomnet.py,timm.create_model,timm/resnet50.a1_in1k
github.com/lennart-maack/domain_adaptation,other_SOTAs/CoFo/models/backbone.py,timm.create_model;timm.create_model;timm.create_model,timm/efficientnet_b0.ra_in1k;timm/tf_efficientnet_b7.ns_jft_in1k
github.com/mbaradad/depth_prompt,baselines/omnidata_main/omnidata_tools/torch/modules/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/runpod/serverless-workers,workers/ControlNet/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/lllyasviel/ControlNet,ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Fannovel16/comfy_controlnet_preprocessors,v11/zoe/zoedepth/models/base_models/midas_repo/midas/backbones/beit.py,timm.create_model;timm.create_model;timm.create_model,timm/beit_large_patch16_512.in22k_ft_in22k_in1k;timm/beit_large_patch16_384.in22k_ft_in22k_in1k;timm/beit_base_patch16_384.in22k_ft_in22k_in1k
github.com/parkchamchi/DepthViewer,DEPTH/depthpy/midas/backbones/beit.py,timm.create_model;timm.create_model;timm.create_model,timm/beit_large_patch16_512.in22k_ft_in22k_in1k;timm/beit_large_patch16_384.in22k_ft_in22k_in1k;timm/beit_base_patch16_384.in22k_ft_in22k_in1k
github.com/statusrank/XCurve,XCurve/OpenAUC/utils/model_utils.py,timm.create_model;timm.create_model,timm/resnet50.a1_in1k
github.com/yhlleo/MJP,gradvit/gradvit_eval_grad-abit.py,timm.create_model;timm.create_model.cuda,timm/vit_small_patch16_224.augreg_in21k_ft_in1k
github.com/HolyWu/vs-midas,vsmidas/backbones/vit.py,timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/QingruZhang/AdaLoRA,NLG_QA/src/transformers/models/levit/convert_levit_timm_to_pytorch.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/levit_128s.fb_dist_in1k;timm/levit_128.fb_dist_in1k;timm/levit_192.fb_dist_in1k;timm/levit_256.fb_dist_in1k;timm/levit_384.fb_dist_in1k
github.com/drivendataorg/hakuna-madata,2nd Place/thunder-hammer/thunder_hammer/model/classification/timm_ft.py,timm.create_model;timm.create_model,timm/nasnetalarge.tf_in1k
github.com/sagizty/MIL-SI,Models/getmodel.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_224.augreg_in21k_ft_in1k;timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_small_patch16_224.augreg_in21k_ft_in1k;timm/vit_small_patch16_384.augreg_in21k_ft_in1k;timm/vit_tiny_patch16_224.augreg_in21k_ft_in1k;timm/vit_tiny_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k;timm/vgg16_bn.tv_in1k;timm/vgg16.tv_in1k;timm/vgg19_bn.tv_in1k;timm/vgg19.tv_in1k;timm/deit_base_patch16_384.fb_in1k;timm/deit_base_patch16_224.fb_in1k;timm/twins_pcpvt_base.in1k;timm/pit_b_224.in1k;timm/convit_base.fb_in1k;timm/botnet26t_256.c1_in1k;timm/densenet121.ra_in1k;timm/visformer_small.in1k;timm/coat_mini.in1k;timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k;timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k;timm/mobilenetv3_large_100.ra_in1k;timm/inception_v3.tv_in1k;timm/coat_lite_small.in1k
github.com/boostcampaitech2/image-classification-level1-08,solution/cnn_engine/model/model.py,timm.create_model;timm.create_model,timm/eca_nfnet_l2.ra3_in1k
github.com/xiaoxiaokuaile/2022DCIC_OCR,Tool_code/Img_aug/timm.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/resnet34.a1_in1k;timm/resnest101e.in1k;timm/resnet34.a1_in1k;timm/resnet18.a1_in1k;timm/resnet50.a1_in1k
github.com/lartpang/ZoomNet,methods/classic_methods/HDFNet.py,timm.create_model;timm.create_model,timm/resnet50.a1_in1k;timm/resnet50.a1_in1k
github.com/SHEERANER/Modelzoo_centermask_pytorch,ACL_PyTorch/contrib/cv/classfication/pnasnet5large/pnasnet5large_onnx.py,timm.create_model,timm/pnasnet5large.tf_in1k
github.com/pytorch/TensorRT,tools/perf/hub.py,timm.create_model;timm.create_model,timm/efficientnet_b0.ra_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/DannielSilva/MM-VQA,vqamed2019/grad_cam.py,timm.create_model,timm/tf_efficientnetv2_m.in21k_ft_in1k
github.com/kspruthviraj/Plankiformer,utils/for_cifar10.py,timm.create_model;timm.create_model,timm/tf_efficientnet_b7.ns_jft_in1k;timm/deit_base_distilled_patch16_224.fb_in1k
github.com/alexhock/pixplotml,prep_pixplot_files/main.py,timm.create_model;timm.create_model,timm/resnetrs50.tf_in1k;timm/resnetrs50.tf_in1k
github.com/gangweiX/IGEV,IGEV-MVS/core/extractor.py,timm.create_model,timm/mobilenetv2_100.ra_in1k
github.com/aliasgharkhani/Masktune,src/models/resnet50.py,timm.create_model,timm/resnet50.a1_in1k
github.com/BrainCog-X/Brain-Cog,examples/Perception_and_Learning/img_cls/bp/main.py,timm.models.create_model;timm.models.create_model,timm/resnet50d.ra2_in1k
github.com/PerceptionComputingLab/ULTRA,SLDL/net.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_base_patch16_384.augreg_in21k_ft_in1k;timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k;timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k
github.com/yhlleo/MJP,gradvit/gradVit.py,timm.create_model,timm/vit_small_patch16_224.augreg_in21k_ft_in1k
github.com/czhao39/neurips-attention,baseline_cnns/get_passive_attention_unlabeled_imagenet.py,timm.create_model;timm.create_model,timm/efficientnet_b0.ra_in1k;timm/vit_small_patch16_224.augreg_in21k_ft_in1k
github.com/hbin0701/VT_with_NR_for_FER,models/SwinT.py,timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k
github.com/Teragion/Sea-Thru-Impl,midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/facebookresearch/clip-rocket,models.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/convnext_tiny.in12k_ft_in1k;timm/vit_small_patch16_224.augreg_in21k_ft_in1k;timm/vit_small_patch32_224.augreg_in21k_ft_in1k;timm/resnet50.a1_in1k;timm/resnet50.a1_in1k;timm/convnext_small.in12k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch32_224.augreg_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_large_patch16_224.augreg_in21k_ft_in1k;timm/vit_large_patch16_224.augreg_in21k_ft_in1k
github.com/JamesQFreeman/LoRA-ViT,adapter.py,timm.create_model,timm/vit_base_patch16_224.orig_in21k_ft_in1k
github.com/UIUC-ChenLab/YouHome-Dataset,Examples/model.py,timm.create_model;timm.create_model;timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k;timm/convnext_base.fb_in22k_ft_in1k;timm/hrnet_w18.ms_aug_in1k
github.com/pytorch/TensorRT,tests/modules/hub.py,timm.create_model;timm.create_model,timm/efficientnet_b0.ra_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/thu-ml/ares,pytorch_ares/test/test_autoattack.py,timm.create_model,timm/resnet50.a1_in1k
github.com/610265158/face_landmark_pytorch,lib/core/model/face_model.py,timm.create_model,timm/tf_mobilenetv3_large_minimal_100.in1k
github.com/sagizty/Insight,colab_sample/MAE_main.py,timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/M4xim4l/InNOutRobustness,utils/models/model_factory_224.py,timm.models.factory.create_model;timm.models.factory.create_model;timm.models.factory.create_model;timm.models.factory.create_model;timm.models.factory.create_model,timm/resnet50.a1_in1k;timm/tresnet_m.miil_in21k_ft_in1k;timm/seresnext26t_32x4d.bt_in1k;timm/seresnext50_32x4d.racm_in1k
github.com/eslambakr/LAR-Look-Around-and-Refer,referit3d/models/default_blocks.py,timm.models.create_model;timm.models.create_model;timm.models.create_model,timm/convnext_tiny.in12k_ft_in1k;timm/convnext_tiny.in12k_ft_in1k;timm/convnext_tiny.in12k_ft_in1k
github.com/Mostafa-EHD/Diabetic_Retinopathy_OCTA,Task2&3/5-fold_cross-validation_training/Task2_vgg19/fold4.py,timm.create_model;timm.create_model,timm/vgg19.tv_in1k;timm/vgg19.tv_in1k
github.com/cyZhu98/Identification-of-crop-growth,main.py,timm.create_model;timm.create_model,timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k
github.com/drinkingcoder/NeuralMarker,core/encoders.py,timm.create_model;timm.create_model,timm/twins_svt_large.in1k
github.com/carefree0910/carefree-learn,cflearn/api/cv/third_party/midas/core/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/deforum-art/sd-webui-deforum,scripts/deforum_helpers/src/midas/backbones/beit.py,timm.create_model;timm.create_model;timm.create_model,timm/beit_large_patch16_512.in22k_ft_in22k_in1k;timm/beit_large_patch16_384.in22k_ft_in22k_in1k;timm/beit_base_patch16_384.in22k_ft_in22k_in1k
github.com/lmb-freiburg/cv-exercises,ex07/code/dpt/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/nku-shengzheliu/PaddlePaddle-Swin-Transformer-V2,port_weights/load_pytorch_weights.py,timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k
github.com/Sygil-Dev/Sygil-WebUI,ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/longbai1006/Surgical-VQLA,models/LViTPrediction.py,timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/elicassion/3DTRL,model/transformer_projector.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/Ascend/ModelZoo-PyTorch,PyTorch/contrib/cv/classification/csp_resnext50-mish/demo.py,timm.models.create_model,timm/cspresnext50.ra_in1k
github.com/ZrrSkywalker/Point-Bind,models/PointBind_models.py,timm.create_model;timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/ZhangYuanhan-AI/OmniBenchmark,linear_probe/models/timm_mlp_mixer.py,timm.create_model,timm/mixer_b16_224.goog_in21k_ft_in1k
github.com/ML4SCI/DeepLense,Updating_the_DeepLense_Pipeline__Saranga_K_Mahanta/Classification/Model_I/model.py,timm.create_model,timm/efficientnet_b2.ra_in1k
github.com/nmndeep/revisiting-at,utils_architecture.py,timm.models.create_model;timm.models.create_model;timm.models.create_model;timm.models.create_model,timm/vit_small_patch16_224.augreg_in21k_ft_in1k;timm/deit_small_patch16_224.fb_in1k;timm/inception_v3.tv_in1k
github.com/zcxey2911/ControlNet_py3.10_cpu_NoConda,ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/zhenxingjian/Partial_Distance_Correlation,Partial_Distance_Correlation/ViT_model_train.py,timm.create_model;timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/resnet18.a1_in1k
github.com/autonomousvision/projected-gan,pg_modules/projector.py,timm.create_model,timm/tf_efficientnet_lite0.in1k
github.com/TianheWu/Assessor360,models/assessor360.py,timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k
github.com/zixuzhuang/CSNet,comparesions/DC_MT/dcmt.py,timm.create_model,timm/resnet18.a1_in1k
github.com/deforum-art/sd-webui-deforum,scripts/deforum_helpers/src/clipseg/models/vitseg.py,timm.create_model,timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/ffs333/2nd_place_GISLR,GISLR_utils/models.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/tf_efficientnet_b0.ns_jft_in1k;timm/tf_efficientnetv2_b1.in1k
github.com/seculayer/AutoAPE-challenge4,dacon/컴퓨터비전 이상치 탐지 알고리즘 경진대회/codes/model/model.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/efficientnet_b3.ra2_in1k;timm/wide_resnet50_2.racm_in1k;timm/wide_resnet101_2.tv_in1k;timm/cait_s36_384.fb_dist_in1k;timm/tf_efficientnet_b6.ns_jft_in1k
github.com/wxj630/visual-chatgpt-zh,modules/controlnet_aux/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/kzl/universal-computation,universal_computation/fpt.py,timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/eps696/SDfu,src/xtra/clipseg/vitseg.py,timm.create_model,timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Reza-Zhu/SUES-200-Benchmark,loss_func/loss_model.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/resnet50.a1_in1k;timm/resnet50.a1_in1k;timm/seresnet50.a1_in1k;timm/seresnet50.a1_in1k;timm/resnest50d.in1k;timm/resnest50d.in1k;timm/vgg16_bn.tv_in1k;timm/vgg16_bn.tv_in1k;timm/densenet201.tv_in1k;timm/densenet201.tv_in1k;timm/efficientnet_b4.ra2_in1k;timm/efficientnet_b4.ra2_in1k;timm/inception_v4.tf_in1k;timm/inception_v4.tf_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/dwardzheng/MFFN_COD,methods/classic_methods/MINet.py,timm.create_model;timm.create_model,timm/vgg16_bn.tv_in1k;timm/resnet50.a1_in1k
github.com/aartykov/Latent-Composer-pytorch,annotators/midas/midas/backbones/swin2.py,timm.create_model;timm.create_model;timm.create_model,timm/swinv2_tiny_window16_256.ms_in1k
github.com/boostcampaitech4lv23cv2/final-project-level3-cv-13,ml/feature_map/Fish/visualizing.py,timm.create_model,timm/efficientnet_b4.ra2_in1k
github.com/compphoto/RealisticImageEnhancement,model/MiDaS/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/nianticlabs/implicit-depth,experiment_modules/depth_model.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/resnext101_64x4d.c1_in1k;timm/seresnextaa101d_32x8d.sw_in12k_ft_in1k_288;timm/resnet18d.ra2_in1k
github.com/JeiKeiLim/kindle,kindle/generator/pretrained.py,timm.create_model,timm/mobilenetv3_large_100.ra_in1k
github.com/Mostafa-EHD/Diabetic_Retinopathy_OCTA,Task2&3/5-fold_cross-validation_training/Task3_efficientnet_b2/fold1.py,timm.create_model;timm.create_model,timm/efficientnet_b2.ra_in1k;timm/efficientnet_b2.ra_in1k
github.com/ml-jku/cloome,src/clip/model.py,timm.create_model,timm/resnet50.a1_in1k
github.com/bryant1410/fitclip,aligner/encoder/slip.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_large_patch16_224.augreg_in21k_ft_in1k;timm/vit_large_patch16_224.augreg_in21k_ft_in1k;timm/vit_large_patch16_224.augreg_in21k_ft_in1k
github.com/boostcampaitech2/final-project-level3-cv-04,model_lab/frame_classification/custom/golden/recipe.py,timm.create_model,timm/efficientnet_b5.sw_in12k_ft_in1k
github.com/WangWenhao0716/VSC-MatchingTrack-Submission,Training/Stage_23/dg/models_gem_waveblock_balance_cos/swin.py,timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k
github.com/bigcode-project/transformers,src/transformers/models/levit/convert_levit_timm_to_pytorch.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/levit_128s.fb_dist_in1k;timm/levit_128.fb_dist_in1k;timm/levit_192.fb_dist_in1k;timm/levit_256.fb_dist_in1k;timm/levit_384.fb_dist_in1k
github.com/JayQine/MGD-SSSS,furnace/base_model/resnet.py,timm.create_model,timm/resnet18d.ra2_in1k
github.com/smly/kaggle-book-gokui,chapter3/train.py,timm.create_model,timm/regnety_080.ra3_in1k
github.com/fupiao1998/TransformerSOD,model/backbone/DPT_blocks/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/drivendataorg/zamba,zamba/models/efficientnet_models.py,timm.create_model,timm/efficientnetv2_rw_m.agc_in1k
github.com/razeghi71/stable-diffusion-v2-m1,ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/WangWenhao0716/VSC-DescriptorTrack-Submission,Training/Stage_23/dg/models_gem_waveblock_balance_cos/vit_double.py,timm.models.create_model;timm.models.create_model;timm.models.create_model,timm/deit_tiny_patch16_224.fb_in1k;timm/deit_small_patch16_224.fb_in1k;timm/deit_base_patch16_224.fb_in1k
github.com/chunhuizhang/bilibili_vlogs,pretrained/swin/demo.py,timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k
github.com/drivendataorg/cloud-cover-winners,1st place/src/unet_efficient_netV2_b2_train_fp16_custom_aug.py,timm.create_model,timm/tf_efficientnetv2_b2.in1k
github.com/610265158/Peppa_Pig_Face_Landmark,TRAIN/face_landmark/lib/core/base_trainer/model.py,timm.create_model;timm.create_model,timm/mobilenetv3_large_100.ra_in1k;timm/hrnet_w18.ms_aug_in1k
github.com/mr-eggplant/SAR,main.py,timm.create_model;timm.create_model,timm/resnet50_gn.a1h_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/ML4SCI/DeepLense,Updating_the_DeepLense_Pipeline__Saranga_K_Mahanta/Classification/Model_III/model.py,timm.create_model,timm/efficientnet_b1.ft_in1k
github.com/guanyuezhen/AR-CDNet,models/encoder.py,timm.create_model,timm/resnet18d.ra2_in1k
github.com/iliasprc/COVIDNet,tests/test_models.py,timm.create_model,timm/efficientnet_b1.ft_in1k
github.com/HolyWu/vs-midas,vsmidas/backbones/levit.py,timm.create_model,timm/levit_384.fb_dist_in1k
github.com/eps696/SD,src/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/sail-sg/BindDiffusion,ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/lllyasviel/ControlNet,annotator/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/jacobgil/pytorch-grad-cam,usage_examples/swinT_example.py,timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k
github.com/aws-samples/deploy-stable-diffusion-model-on-amazon-sagemaker-endpoint,ControlNet_SageMaker_Hosting/ControlNet_bring_your_own_container/container/ControlNet/annotator/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/google-research/3d-moments,third_party/DPT/dpt/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/tokudayo/NekoNet,models/descriptors.py,timm.create_model;timm.create_model;timm.create_model,timm/tf_efficientnetv2_b0.in1k;timm/tf_efficientnetv2_s.in21k_ft_in1k;timm/mobilenetv3_large_100.ra_in1k
github.com/AIGText/GlyphControl-release,ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/sangwook236/SWDT,sw_dev/python/rnd/test/machine_learning/timm_test.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model.eval;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/mobilenetv3_large_100.ra_in1k;timm/mobilenetv3_large_100.ra_in1k;timm/mobilenetv3_large_100.ra_in1k;timm/xception41.tf_in1k;timm/resnet50.a1_in1k;timm/densenet121.ra_in1k;timm/resnet50.a1_in1k;timm/ese_vovnet19b_dw.ra_in1k;timm/resnest26d.gluon_in1k;timm/regnety_032.ra_in1k;timm/ecaresnet101d.miil_in1k;timm/resnet18.a1_in1k
github.com/dwardzheng/MFFN_COD,methods/MFFN/MFFN.py,timm.create_model,timm/resnet50.a1_in1k
github.com/jmerullo/limber,image_encoders.py,timm.create_model,timm/nf_resnet50.ra2_in1k
github.com/Mikubill/sd-webui-controlnet,annotator/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
